id,gender,forename,surname,birth_date,death_date,father.forename,father.surname,mother.forename,mother.surname,floruit,study.colleges,arrival,study.degrees.years,degrees,birth_location.country,birth_location.county,birth_location.latitude,birth_location.longitude,birth_location.official_name,birth_location.original_name,references
idp1399019868,M,Louis George,Mill,1843-04-20,19/02/1921,null,null,null,null,"[{""occupation"":""Curate"",""location"":{""original_name"":""North Moreton"",""official_name"":""North Moreton"",""county"":""Oxfordshire"",""country"":""GB"",""latitude"":51.60127379999999,""longitude"":-1.191777},""from"":""1867"",""to"":""1870""},{""occupation"":""Tutor"",""location"":{""original_name"":""Keble College, Oxford"",""official_name"":""Oxford"",""county"":""Oxfordshire"",""country"":""GB"",""latitude"":51.7588355,""longitude"":-1.257954},""from"":""1870"",""to"":""1876""},{""occupation"":""Bishop"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1876"",""to"":""1897""},{""occupation"":""Vicar"",""location"":{""original_name"":""St Maryâ€™s, Marlborough"",""official_name"":""Marlborough"",""county"":""Wiltshire"",""country"":""GB"",""latitude"":51.41725719999999,""longitude"":-1.7284825},""from"":""1897"",""to"":""1905""},{""occupation"":""Rector"",""location"":{""original_name"":""Alvechurch"",""official_name"":""Alvechurch"",""county"":""Worcestershire"",""country"":""GB"",""latitude"":52.351897,""longitude"":-1.96031},""from"":""1905"",""to"":""1916""}]","[{""name"":""United College"",""from"":""1861"",""to"":""1862""}]",1861,null,null,FR,Paris,48.856614,2.3522219,Paris,"Paris, France","[""Edin. Acad. Reg."",""C.E. Buckland, Dictionary of Indian biography (London, 1906)"",""Who was Who"",""Louis Mylne""]"
idp1404308564,M,Alexander,Pirie,1843-02-12,null,John,Pirrie,Grant,Hamilton,"[{""occupation"":""Mathematics teacher"",""location"":{""original_name"":""Doveton College, Calcutta"",""official_name"":""Kolkata"",""county"":null,""country"":""IN"",""latitude"":22.572646,""longitude"":88.36389500000001},""from"":""1866"",""to"":""1869""}]","[{""name"":""United College"",""from"":""1861"",""to"":""1866""}]",1861,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,"[""UYUC310"",""UYUC400:8.11.1861"",""United College prize list"",""UYUY452/18/149, 271"",""StAUL MS Dep. 7 LB vii.78"",""Census 1861 St Andrews"",""St Andrews Gazette 8.9.1866"",""Fifeshire Jnl. 28.1.1869 p4""]"
idp1393320188,M,Hugh,Mâ€™Calman,1849-11-05,18/05/1932,Hugh,Mâ€™Calman,Ursula,Gilmour,"[{""occupation"":""Surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1876"",""to"":null}]","[{""name"":""United College"",""from"":""1864"",""to"":""1867""}]",1864,null,null,GB,Highland Council,58.283276,-3.366858,Latheron,Latheron,"[""UYUC400:15.2.1866"",""United College prize list"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 1027"",""Johnston & Watt, Aberdeen graduates""]"
idp1395931196,M,John Reid,Mâ€™Laren,1848-12-17,07/06/1908,William,Mâ€™Laren,Charlotte,Reid,"[{""occupation"":null,""location"":{""original_name"":""Perth presbytery"",""official_name"":""Perth"",""county"":""Perth and Kinross"",""country"":""GB"",""latitude"":56.39732919999999,""longitude"":-3.4332481},""from"":""1872"",""to"":null},{""occupation"":""Minister"",""location"":{""original_name"":""Sri Lanka"",""official_name"":null,""county"":null,""country"":""LK"",""latitude"":7.873053999999999,""longitude"":80.77179699999999},""from"":""1875"",""to"":null},{""occupation"":""Minister"",""location"":{""original_name"":""Alyth"",""official_name"":""Alyth"",""county"":""Perth and Kinross"",""country"":""GB"",""latitude"":56.62578,""longitude"":-3.226867},""from"":""1886"",""to"":""1895-12-02""}]","[{""name"":""United College"",""from"":""1864"",""to"":""1871""},{""name"":""St Maryâ€™s College"",""from"":""1868"",""to"":""1872""}]",1864,null,null,GB,Perth and Kinross,56.456071,-3.37527,St Martins,"Bush, St Martins","[""UYUY911 Classical Soc"",""Fasti ecclesiae scoticanae""]"
idp1389628004,M,Patrick,Keir,1851,null,null,null,null,null,"[{""occupation"":""coffee planter"",""location"":{""original_name"":""Sri Lanka"",""official_name"":null,""county"":null,""country"":""LK"",""latitude"":7.873053999999999,""longitude"":80.77179699999999},""from"":""1871"",""to"":null}]","[{""name"":""United College"",""from"":""1865"",""to"":""1866""}]",1865,null,null,LK,Kandy,7.2905715,80.6337262,Kandy,"Kandy, Sri Lanka","[""Census 1871 St Andrews""]"
idp1380520804,M,John,Forgan,1849-12-30,12/02/1933,Robert,Forgan,Elizabeth,Berwick,"[{""occupation"":""Free Church minister"",""location"":{""original_name"":""Cullen"",""official_name"":""Cullen"",""county"":""Moray"",""country"":""GB"",""latitude"":57.691635,""longitude"":-2.821937},""from"":""1875"",""to"":""1884""},{""occupation"":""Free Church minister"",""location"":{""original_name"":""European congregation, Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1884"",""to"":""1889""},{""occupation"":""Superintendent"",""location"":{""original_name"":""Edinburgh City Mission "",""official_name"":""Edinburgh"",""county"":""Edinburgh"",""country"":""GB"",""latitude"":55.9377054,""longitude"":-3.2233385},""from"":""1894"",""to"":null}]","[{""name"":""United College"",""from"":""1866"",""to"":""1870""}]",1866,null,null,GB,Fife,56.3397753,-2.7967214,St Andrews,"club-making firm, St Andrews","[""UYUC400:3.11.1866"",""UYUY336"",""UYUY674"",""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (Edinburgh, 1914)""]"
idp1c637a6ede40fa70857040fb91e079a9,M,Buchanan,Blake,1852,null,null,null,null,null,"[{""occupation"":""Free Church missionary"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1876"",""to"":""1884""}]","[{""name"":""United College"",""from"":""1868"",""to"":""1869""}]",1868,null,null,GB,Glasgow City,55.8201578,-4.2990437,Glasgow,Pollokshaws,"[""UYUY336"",""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (Edinburgh, 1914)""]"
idp1371063436,M,Colin,Campbell,1853-03-09,1895-06-08,George Douglas,Campbell,Elizabeth Georgina Sutherland Leveson,Gower,"[{""occupation"":""M.P."",""location"":{""original_name"":""Argyll"",""official_name"":null,""county"":""Argyll and Bute Council"",""country"":""GB"",""latitude"":56.4006214,""longitude"":-5.480748},""from"":""1878"",""to"":""1885""},{""occupation"":""lawyer"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1888"",""to"":""1895-06-08""}]","[{""name"":""United College"",""from"":""1869"",""to"":""1870""}]",1869,null,null,GB,Argyll and Bute Council,56.4006214,-5.480748,null,Argyll,"[""F. Boase, Modern English Biography...1851-1900. 6v. (Truro, 1892-1921), Supp.""]"
idp1380022060,M,William Rogers,Fisher,1846-02-24,13/11/1910,Francis,Fisher,Anna Susan,null,"[{""occupation"":null,""location"":{""original_name"":""India Forestry Dept."",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":20.593684,""longitude"":78.96288},""from"":""1869"",""to"":""1889""},{""occupation"":""Professor of Forestry"",""location"":{""original_name"":""Egham, Surrey"",""official_name"":""Egham"",""county"":""Surrey"",""country"":""GB"",""latitude"":51.428825,""longitude"":-0.547876},""from"":""1890"",""to"":""1905""},{""occupation"":""Delegate for instruction in Forestry"",""location"":{""original_name"":""Oxford"",""official_name"":""Oxford"",""county"":""Oxfordshire"",""country"":""GB"",""latitude"":51.7520209,""longitude"":-1.2577263},""from"":""1906"",""to"":""1910""}]","[{""name"":""United College"",""from"":""1870"",""to"":""1871""}]",1870,null,null,AU,null,-33.8688197,151.2092955,Sydney,"Sydney, Australia","[""J.A. Venn, Alumni Cantabrigienses""]"
idp1377809012,M,George,Duncan,1856-08-16,03/02/1904,William,Duncan,Isabella,Pearson,"[{""occupation"":""Surgeon"",""location"":{""original_name"":""Bengal"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":22.9867569,""longitude"":87.8549755},""from"":""1882"",""to"":null}]","[{""name"":""United College"",""from"":""1870"",""to"":""1873""}]",1870,null,null,GB,Perth and Kinross,56.445134,-3.166953,Inchture,Inchture,"[""UYUC400:17.11.1870"",""UYUC560:9.6.1874"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) B2173"",""Births Reg. Inchture 1856/13""]"
idp1415762788,M,William,Traill,1818-09-08,1886-12-17,William,Traill,Harriet,Sarte,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Chennai, India"",""official_name"":""Chennai"",""county"":""Chennai"",""country"":""IN"",""latitude"":13.0826802,""longitude"":80.2707184},""from"":""1841"",""to"":null}]","[{""name"":""United College"",""from"":""1875"",""to"":""1876""}]",1875,null,null,GB,Orkney,58.984674,-2.962249,Kirkwall,Kirkwall,"[""UYUC540"",""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) M 1084"",""St Andrews Citizen 18.12.1886 p4 col.5""]"
idp1363074788,M,David Wann,Aikman,1863-12-08,21/08/1931,Andrew,Aikman,Margaret,Fortune,"[{""occupation"":""Chief engineer and Secretary to Government"",""location"":{""original_name"":""Punjab"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":31.1471305,""longitude"":75.34121789999999},""from"":""1914"",""to"":""1918""},{""occupation"":""Official member of Council"",""location"":{""original_name"":""Punjab"",""official_name"":null,""county"":null,""country"":""IN"",""latitude"":31.1471305,""longitude"":75.34121789999999},""from"":""1916"",""to"":""1918""}]","[{""name"":""United College"",""from"":""1881"",""to"":""1882""}]",1881,null,null,GB,Fife,56.3417136,-2.7942674,St Andrews,St Andrews,"[""Who was Who"",""St Andrews Citizen 29.8.1931""]"
idp1404688780,M,William Archer,Porter,1825,1890-07-16,null,null,null,null,"[{""occupation"":""Fellow"",""location"":{""original_name"":""Peterhouse"",""official_name"":""Cambridge"",""county"":""Cambridgeshire"",""country"":""GB"",""latitude"":52.1998472,""longitude"":0.1188507},""from"":""1849"",""to"":null},{""occupation"":null,""location"":{""original_name"":""Lincolnâ€™s Inn"",""official_name"":""London"",""county"":""Greater London"",""country"":""GB"",""latitude"":51.5160414,""longitude"":-0.1132912},""from"":""1856"",""to"":null},{""occupation"":""Principal"",""location"":{""original_name"":""Kombakonan College, Madras"",""official_name"":""Kumbakonam"",""county"":""Thanjavur"",""country"":""IN"",""latitude"":10.9601852,""longitude"":79.3844976},""from"":""1863"",""to"":""1878""}]","[{""name"":""United College"",""from"":""1882"",""to"":""1883""}]",1882,null,null,GB,null,54.2556722,-6.0373895,null,"Drumlee, Castlewellan, Co. Down","[""J.A. Venn, Alumni Cantabrigienses"","" C.E. Buckland, Dictionary of Indian biography (London, 1906)""]"
idp1403484444,M,William Wayne,Paton,1830,10/03/1924,null,null,null,null,"[{""occupation"":null,""location"":{""original_name"":""Bombay Free Church presbytery"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1855"",""to"":null},{""occupation"":""Free Church minister"",""location"":{""original_name"":""Portsoy"",""official_name"":""Portsoy"",""county"":""Aberdeenshire"",""country"":""GB"",""latitude"":57.681023,""longitude"":-2.688412},""from"":""1864"",""to"":""1878""},{""occupation"":""Free Church minister"",""location"":{""original_name"":""Broughty Ferry, St Lukeâ€™s"",""official_name"":""Dundee"",""county"":""Dundee City Council"",""country"":""GB"",""latitude"":56.4692371,""longitude"":-2.8814982},""from"":""1878"",""to"":""1892""}]","[{""name"":""United College"",""from"":""1890"",""to"":""1891""}]",1890,null,null,null,null,null,null,null,null,"[""UYUY336"",""W. Ewing, Annals of the Free Church of Scotland 1843-1900 (1914)"",""J.A. Lamb, Fasti of the United Free Church of Scotland 1900-1929 (Edinburgh, 1956)) ""]"
idp1382473180,M,Charles J[ames] M[ackay],Gordon,1866-06-17,18/10/1921,Robert,Gordon,null,null,"[{""occupation"":""Master"",""location"":{""original_name"":""Kelvinside Academy"",""official_name"":""Glasgow"",""county"":""Glasgow City"",""country"":""GB"",""latitude"":55.8829681,""longitude"":-4.2950843},""from"":""1892"",""to"":""1895""},{""occupation"":""Master"",""location"":{""original_name"":""Shrewsbury School"",""official_name"":""Shrewsbury"",""county"":""Shropshire"",""country"":""GB"",""latitude"":52.703879,""longitude"":-2.762114},""from"":""1897"",""to"":""1898""},{""occupation"":""Master"",""location"":{""original_name"":""Magdalen College School"",""official_name"":""Oxford"",""county"":""Oxfordshire"",""country"":""GB"",""latitude"":51.74966920000001,""longitude"":-1.2442828},""from"":""1898"",""to"":""1900""},{""occupation"":""Inspector of Schools"",""location"":{""original_name"":""Southern Nigeria"",""official_name"":null,""county"":null,""country"":""NG"",""latitude"":9.081999,""longitude"":8.675277},""from"":""1902"",""to"":""1904""},{""occupation"":""Vice-principal"",""location"":{""original_name"":""Government Training College for Teachers, Colombo"",""official_name"":""Colombo"",""county"":""Colombo"",""country"":""LK"",""latitude"":6.9270786,""longitude"":79.861243},""from"":""1904"",""to"":""1907""}]","[{""name"":""United College"",""from"":""1891"",""to"":""1892""}]",1891,null,null,TT,null,11.2336911,-60.6988909,null,Tobago,"[""W.I. Addison, The Snell Exhibitions from the University of Glasgow to Balliol College, Oxford (Glasgow, 1901) p188"",""Balliol Coll. Reg.""]"
idp1372936268,M,Hugh,Cleghorn,1752-03-21,1836-02-18,John,Cleghorn,Jean,Scott,"[{""occupation"":""Professor of Civil History"",""location"":{""original_name"":""St Andrews University"",""official_name"":""St Andrews"",""county"":""Fife"",""country"":""GB"",""latitude"":56.3417136,""longitude"":-2.7942674},""from"":""1773-04-01"",""to"":""1793-03-02""},{""occupation"":""Chief Secretary to the Government"",""location"":{""original_name"":""Sri Lanka"",""official_name"":null,""county"":null,""country"":""LK"",""latitude"":7.873053999999999,""longitude"":80.77179699999999},""from"":""1798"",""to"":""1800""},{""occupation"":""Landowner"",""location"":{""original_name"":""Stravithie"",""official_name"":""Stravithie"",""county"":""Fife"",""country"":""GB"",""latitude"":56.293518,""longitude"":-2.751553},""from"":""1806"",""to"":null}]",null,null,null,null,GB,Edinburgh,55.953252,-3.188267,Edinburgh,Edinburgh,"[""Veterum Laudes p185"",""A. Clark, An enlightened Scot"",""Portrait by Skirving - Trans. East Lothian Ant. and Field Soc. 12 1970 p54"",""Deaths Reg. Dunino"",""Monumental inscription, Dunino b.g"",""Hugh Cleghorn (colonial administrator)""]"
idp1373353548,M,Charles George,Colson,1849-09-30,07/09/1918,null,null,Emma Mary,null,"[{""occupation"":""Assistant to Professor Fischer"",""location"":{""original_name"":""St Andrews University"",""official_name"":""St Andrews"",""county"":""Fife"",""country"":""GB"",""latitude"":56.3417136,""longitude"":-2.7942674},""from"":""1872"",""to"":""1876""},{""occupation"":""Chief Inspector of Schools"",""location"":{""original_name"":""Sri Lanka"",""official_name"":null,""county"":null,""country"":""LK"",""latitude"":7.873053999999999,""longitude"":80.77179699999999},""from"":""1876"",""to"":""1879""}]",null,null,null,null,GB,Medway,51.372939,0.452624,Cuxton,"Cuxton, Kent","[""UYUY452/19/383"",""J.A. Venn, Alumni Cantabrigienses""]"
idp1404705252,M,Joseph Anthony,Pouget,1760,1833-07-25,null,null,null,null,"[{""occupation"":""Assistant surgeon"",""location"":{""original_name"":""Mumbai, India"",""official_name"":""Mumbai"",""county"":""Mumbai"",""country"":""IN"",""latitude"":19.0759837,""longitude"":72.8776559},""from"":""1778"",""to"":null}]",null,null,null,null,null,null,null,null,null,null,"[""D.G. Crawford, Roll of the Indian Medical Service, 1615-1930 (London, 1930) Bo 197"",""Crawford, Hist IMS i 496"",""UYUY7Sec1a/1868""]"
,,,,,,,,,,,,,,,,%,,,,,
,,,,,,,,,,"count-if occupation field includes any of 'doctor', 'physician', 'surgeon', 'assistant surgeon', 'apothecary' etc",,,Number of MDs,,145,50.52,,,,,
,,,,,,,,,,"count-if occupation field includes any of 'minister', 'missionary', 'clergyman', 'vicar', 'rector', 'bishop', 'priest' etc",,,Number of MAs,,37,12.89,,,,,
,,,,,,,,,,"count-if... civil servant, diplomat, governor, politician",,,"Number of honoraries (LLD, DD)",,22,7.67,,,,,
,,,,,,,,,,"count-if... merchant, trader, planter",,,Number with no degree,,95,33.10,,,,,
,,,,,,,,,,"count-if... soldier, military etc",,,Number with more than 1 degree from StA,,14,4.87,,,,,
,,,,,,,,,,"count-if... teacher, lecturer, professor, etc",,,,,,,,,,,
